词语,全拼音,同形,数名,数量名,个体量词,度量词,容器量词,集体量词,种类量词,成形量词,不定量词,前接,后接,状语,重叠,临量,处所,兼类,备注
扫帚,sao4zhou5,,,,把,,,,种,堆,些,,,,,,,,
嫂子,sao3zi5,,数,,"个,位",,,,,,,,们,,,,,,
色彩,se4cai3,,,,,,,,种,层,点,,,,,,,,地方~
色情,se4qing2,,,否,,,,,,,,,,,,,,,
色泽,se4ze2,,,否,,,,,,,,,,,,,,,
森林,sen1lin2,,,,"个,处","公顷,亩,平方公里",,,,片,些,,,,,,,,
杀手锏,sha1shou3jian3,,,,"个,把",,,,,,,,,,,,,,
沙袋,sha1dai4,,,,"个,只",,车,批,,堆,些,,,,,,,,
沙发,sha1fa1,,,,"个,张",,车,"套,对",种,,些,,,,,,,,
沙砾,sha1li4,,,,,,"车,筐",,,堆,"些,点",,,,,,,,
沙漠,sha1mo4,,,,个,,,,,"块,片",,,化,,,,,,
沙滩,sha1tan1,,,,"个,处",,,,,"块,片",,,,,,,,,
沙子,sha1zi5,,,,粒,"吨,立方米","车,筐",,,"堆,把",些,,,,,,,,
纱布,sha1bu4,,,,条,"尺,米",包,,,"块,卷,团","些,点",,,,,,,,
纱窗,sha1chuang1,,,,"个,扇",,,,种,,些,,,,,,,,
砂轮,sha1lun2,,,,个,,,,种,,些,,儿,,,,,,粗砂~
砂糖,sha1tang2,,,,,"公斤,斤,吨,克","袋,包",,,,些,,,,,,,,
砂纸,sha1zhi3,,,,张,,盒,,种,"块,卷","些,点",,,,,,,,布~
鲨鱼,sha1yu2,,,,条,"公斤,吨,千克",,群,种,,些,,,,,,,,
傻瓜,sha3gua1,,,,个,,,"群,帮,伙",,,些,,,,,,,,
筛子,shai1zi5,,,,个,,,,种,,些,,,,,,,,
山,shan1,,,,座,,,,,道,些,,,,,,,,土~/石头~
山村,shan1cun1,,,,个,,,,,,些,,,,,,,,
山洞,shan1dong4,,,,个,,,,,排,些,,,,,,,,
山沟,shan1gou1,,,,"个,条",,,,,道,些,,,,,,,,
山洪,shan1hong2,,,,,,,,,股,,,,,,,,,
山岭,shan1ling3,,,,座,,,,,,,,,,,,,,一层层~/一道道~/越过这座~
山路,shan1lu4,,,,条,,,,,段,些,,,,,,,,
山区,shan1qu1,,,,个,,,,,,些,,,,,,可,,
山水,shan1shui3,1,,否,,,,,,,,,,,AABB,,,,指有山有水的风景:桂林~很美
山水,shan1shui3,2,,,幅,,,,,,些,,,,,,,,一种中国画:泼墨~
山楂,shan1zha1,,,,"个,颗","斤,公斤,吨,千克","袋,包,车",,,"堆,把,串","些,点",,,,,,,,果实
山庄,shan1zhuang1,,,,个,,,,,,些,,,,,,,,山村;山中住所;别墅:避暑~
膻味,shan1wei4,,,,,,,,,股,"些,点",,,,,,,,
闪电,shan3dian4,,,,,,,,,道,,,,,,,,,~现象
闪失,shan3shi1,,,否,,,,,,,,,,,,,,,
扇子,shan4zi5,,,,把,,,批,种,,些,,,,,,,,折叠~
善意,shan4yi4,,,否,,,,,,,,,,,,,,,他是~的/老师一番~
鳝鱼,shan4yu2,,,,条,"斤,公斤,克,千克","盆,盘",群,,"块,片","些,点",,,,,,,,烧~
伤,shang1,,,,处,,,,,,点,,,,,,,v,擦~
伤痕,shang1hen2,,,,"处,条,个",,,,,"道,块",些,,,,,,,,有几处~
伤员,shang1yuan2,,,,"位,个,名",,,"批,群,帮",,,些,,们,,,,,,
商场,shang1chang3,,,,"个,家,座",,,,,"排,溜",些,,,,,,可,,自选~
商店,shang1dian4,,,,"个,家",,,,,"排,溜",些,,,,,,可,,免税~
商品,shang1pin3,,,,件,,车,批,"种,类",,"些,点",,化,,,,,,降价~
商人,shang1ren2,,,,"个,位,名",,,"批,群,伙",,,些,,们,,,,,,
商业,shang1ye4,,,否,,,,,,,,,"性,化,界",,,,,,
上帝,shang4di4,,,,个,,,,,,,,,,,,,,
上级,shang4ji2,,,否,,,,,,,,,,,,,,,
上进心,shang4jin4xin1,,,,,,,,,,"些,点",,,,,,,,
上文,shang4wen2,,,,,,,,,段,,,,,,,,,
上衣,shang4yi1,,,,件,,"包,箱",,"种,类",摞,些,,,,,,,,~口袋
上游,shang4you2,,,否,,,,,,,,,,,,,可,,长江~
烧饼,shao1bing3,,,,个,"斤,公斤,克,千克","包,盘",,种,"块,摞","些,点",,,,,,,,芝麻~
烧鸡,shao1ji1,,,,只,"斤,公斤,克,千克","袋,车",,种,块,"些,点",,,,,,,,
勺子,shao2zi5,,,,"个,把",,,,种,,些,,,,,,,,
少年,shao4nian2,,,,"个,名,位",,,"群,帮",,,些,,们,,,,,,进步~
少女,shao4nv3,,,,"个,名,位",,,"群,帮",,,些,,们,,,,,,~时代/黎族~
哨兵,shao4bing1,,,,"个,名",,,"群,队",,,些,,们,,,,,,敌军~
奢望,she1wang4,,,,,,,,种,,点,,,,,,,v,
舌头,she2tou5,,,,"个,条",,,,,,,,,,,,,,动物器官;为了解敌情活捉来的敌人
蛇,she2,,,,条,,,,种,,些,,,,,,,,~皮/眼镜~
设备,she4bei4,,,,"台,个",,,"批,套",种,,"些,点",,,,,,,,机器~/生产~
设想,she4xiang3,,,,个,,,套,种,,"些,点",,,,,,,v,
社会,she4hui4,,,否,,,,,,,,,"化,学",,,,,,~活动/工业化~
社交,she4jiao1,,,否,,,,,,,,,界,,,,,,
射线,she4xian4,,,,条,,,,种,束,些,,,,,,,,阳极~
摄像机,she4xiang4ji1,,,,"台,个,架",,,批,种,,些,,,,,,,,
摄影师,she4ying3shi1,,,,"个,名,位",,,"群,帮",,,些,,,,,,,,
麝香,she4xiang1,,,,"粒,颗","克,斤,公斤",盒,,,块,"些,点",,,,,,,,
身材,shen1cai2,,,,,,,,种,,,,,,,,,,她~苗条
身份,shen1fen5,,,,,,,,种,,,,,,,,,,公开~
身体,shen1ti3,,,否,,,,,,,,,,,,,,,
深度,shen1du4,,,,,,,,,,"些,点",,,,,,,,~睡眠
深渊,shen1yuan1,,,否,,,,,,,,,,,,,,,
神采,shen2cai3,,,否,,,,,,,,,,,,,,,
神话,shen2hua4,,,,"个,篇",,,,种,段,些,,,,,,,,~故事
神经,shen2jing1,,,,"根,条",,,,种,,"些,点",,,,,,,,~细胞/脑~/运动~
神色,shen2se4,,,否,,,,,,,,,,,,,,,
神态,shen2tai4,,,,,,,,种,,,,,,,,,,
神仙,shen2xian1,,,,"个,位",,,群,,,些,,们,,,,,,
婶子,shen3zi5,,数,,"个,位",,,,,,,,,,,,,,二~
肾,shen4,,,,个,,,对,种,,,,炎,,,,,,
升幅,sheng1fu2,,,否,,,,,,,,,,,,,,,气球~不大
生词,sheng1ci2,,,,个,,,组,,,些,,,,,,,,
生活,sheng1huo2,,,,,,,,种,,,,,,,,,v,
生命,sheng1ming4,,,,条,,,,,,,,,,,,,,个人~/~科学
生日,sheng1ri4,,,,个,,,,,,,,,,,,,,过~
生物,sheng1wu4,,,,,,,,"种,类",,些,,学,,,,,,~化石/现代~
生涯,sheng1ya2,,,否,,,,,,,,,,,,,,,
生意,sheng1yi4,,,,宗,,,"批,笔",,,"些,点",,,,,,,,做~/~人/服装~
声波,sheng1bo1,,,,,,,,种,,,超,,,,,,,
声调,sheng1diao4,,,,个,,,,种,,些,,,,,,,,
声母,sheng1mu3,,,,个,,,,,,些,,,,,,,,
声势,sheng1shi4,,,,,,,,,,些,,,,,,,,他们大造了一些~
声望,sheng1wang4,,,,,,,,,,点,,,,,,,,他在人民群众中有点~
声誉,sheng1yu4,,,否,,,,,,,,,,,,,,,
胜利,sheng4li4,,,,个,,,,,,些,,,,,,,v,~属于我们/庆祝~/我们终于~了(v)
胜仗,sheng4zhang4,,,,个,,,,,,些,,,,,,,,
绳子,sheng2zi5,,,,"根,条","米,公斤",,,种,"段,股",些,,,,,,,,
省,sheng3,,数,,个,,,,,,些,,长,,,,,v,~领导/四川~
省略号,sheng3lve4hao4,,,,个,,,,,,些,,,,,,,,有些~写得不规范
圣经,sheng4jing1,,,,"本,部",,,,,,,,,,,,,,
盛况,sheng4kuang4,,,否,,,,,,,,,,,,,,,这次大会的~空前隆重
尸体,shi1ti3,,,,"具,个",,,,,堆,些,,,,,,,,
师范,shi1fan4,,,,"所,个",,,,,,些,,,,,,,,
师傅,shi1fu5,,,,"位,个,名",,,群,,,些,,们,,,,,,
师生,shi1sheng1,,,,"个,名",,,群,,,些,,们,,,,,,"数词一定要大于""一""/30名~"
诗,shi1,,,,"首,本,部,句",,,,种,"行,段",些,,,,,,,,
诗歌,shi1ge1,,,,"首,本,篇,部",,,组,"种,类",段,些,,,,,,,,革命~
诗人,shi1ren2,,,,"个,位,名",,,"群,批",,,些,,们,,,,,,进步~
狮子,shi1zi5,,,,"头,只",,,"群,对",,,些,,,,,,,,
湿度,shi1du4,,,否,,,,,,,,,,,,,,,空气~
石板,shi2ban3,,,,,平方米,车,批,种,"块,摞",些,,,,,,,,片状的石头
石膏,shi2gao1,,,,,"克,千克,吨,公斤","车,袋,包",,,块,"些,点",,,,,,,,
石灰,shi2hui1,,,,,"吨,公斤,克,千克","车,袋,包",,,"把,堆","些,点",,,,,,,,
石块,shi2kuai4,,,,,"吨,立方米",车,,,"块,堆",些,,,,,,,,
石榴,shi2liu2,1,,,"棵,株",亩,盆,,,"片,排,行",些,,,,,,,,树
石榴,shi2liu2,2,,,个,"斤,公斤,克,千克","筐,篮,篓",,,堆,"些,点",,,,,,,,果实
石器,shi2qi4,,,,件,,,批,种,,些,,,,,,,,
石头,shi2tou5,,,,,"吨,立方米","车,筐",,种,"堆,块","些,点",,,,,,,,
石油,shi2you2,,,,,"吨,升,毫升,公斤",桶,,,,些,,,,,,,,
石子,shi2zi3,,,,,"吨,公斤,立方米",车,,,"堆,块","些,点",,儿,,,,,,
时差,shi2cha1,,,否,,,,,,,,,,,,,,,
时代,shi2dai4,,,,个,,,,,,,,性,,,,,,~风貌/信息~/革命~
时光,shi2guang1,,,否,,,,,,,,,,,,,,,青春~
时候,shi2hou5,,,否,,,,,,,,,,,,,,,用了多少~
时间,shi2jian1,,,,,,,,,段,"些,点",,性,,,,,,
时期,shi2qi1,,,,个,,,,,,,,,,,,,,做主、宾语时必带定语/战争~
时事,shi2shi4,,,否,,,,,,,,,,,,,,,~报道/他很关心~
时装,shi2zhuang1,,,,件,,,"套,批",种,,些,,,,,,,,~模特儿/最新~
实际,shi2ji4,,,否,,,,,,,,,,,,,,a,
实物,shi2wu4,,,,"件,个",,,,"种,类",,"些,点",,,,,,,,
实质,shi2zhi4,,,否,,,,,,,,,性,,,,,,~问题
食品,shi2pin3,,,,,"公斤,吨,千克","车,箱",批,"种,类",堆,"些,点",,,,,,,,保健~/罐头~/~商店
食物,shi2wu4,,,,,"斤,吨,千克","篮,包,袋,车",批,"种,类",,"些,点",,,,,,,,~结构/人类~种类很多
食盐,shi2yan2,,,,粒,"公斤,吨,克,千克","袋,包,车",批,种,"把,撮","些,点",,,,,,,,
食欲,shi2yu4,,,,,,,,,,点,,,,,,,,
史料,shi3liao4,,,,本,,,份,种,段,"些,点",,,,,,,,
史书,shi3shu1,,,,"部,本",,,套,,,些,,,,,,,,
使馆,shi3guan3,,,,"个,座",,,,,,些,,,,,,可,,驻美~
使命,shi3ming4,,,,"个,项",,,,种,,些,,感,,,,,,肩负~/军事~
使者,shi3zhe3,,,,"个,位,名",,,群,,,些,,们,,,,,,
士兵,shi4bing1,,,,"个,名",,,"群,帮,伙",,,些,,们,,,,,,
世纪,shi4ji4,,,,个,,,,,,,,,,,,,,做主、宾语时必带定语
世界,shi4jie4,,,否,,,,,,,,,"性,观",,,,,,物质~/内心~/海洋~/~市场
市,shi4,,,,个,,,,,,些,,长,,,,,,上海~/~政府
市民,shi4min2,,数,,"个,位,名",,,"群,帮,伙",,,些,,们,,,,,,
式样,shi4yang4,,,,个,,,,"种,类",,些,,,,,,,,裁剪~/这一类~已经过时了
事,shi4,,,,"件,桩",,,,种,"堆,摊",些,,儿,,NN,,,,
事迹,shi4ji1,,,,"个,件",,,,种,段,些,,,,,,,,英雄~/讲述了一个动人的~
事情,shi4qing5,,,,件,,,,"种,类","堆,摊","些,点",,,,,,,,~真相
事业,shi4ye4,,,否,,,,,,,,,,,,,,,文化~
视觉,shi4jue2,,,否,,,,,,,,,,,,,,,
视力,shi4li4,,,否,,,,,,,,,,,,,,,~表
视线,shi4xian4,,,,条,,,,,,,,,,,,,,
试卷,shi4juan4,,,,张,,,份,种,"叠,摞,沓",些,,,,,,,,
试用品,shi4yong4pin3,,,,件,,,,"种,样",,些,,,,,,,,
是非,shi4fei1,,,否,,,,,,,,,,,AABB,,,,
柿子,shi4zi5,1,,,"棵,株",亩,,,,"排,片","些,点",,,,,,,,植物
柿子,shi4zi5,2,,,个,"斤,吨,克,千克","筐,车,篮",,,堆,"些,点",,,,,,,,果实
适应性,shi4ying4xing4,,,否,,,,,,,,,,,,,,,
收据,shou1ju4,,,,"张,个,本",,,,种,"沓,叠,摞",些,,,,,,,,
收入,shou1ru4,,,,项,元,,笔,种,,"些,点",,,,,,,v,~情况/工资~
收益,shou1yi4,,,否,,,,,,,,,,,,,,v,经济~
收支,shou1zhi1,,,否,,,,,,,,,,,,,,v,~情况
手,shou3,,数,,只,,,双,,,,老,,,,一,,,~指头/扒~/一~泥/两~空空
手电筒,shou3dian4tong3,,,,个,,"盒,箱",批,种,,些,,,,,,,,塑料~
手段,shou3duan4,,,,个,,,套,种,,些,,,,,,,,法律~/耍~
手工业,shou3gong1ye4,,,否,,,,,,,,,者,,,,,,
手绢,shou3juan4,,,,"块,条",,"盒,包",批,种,,些,,儿,,,,,,
手术,shou3shu4,,,,"个,项",,,,种,,些,,,,,,,,~时间/外科~
手套,shou3tao4,,,,只,,包,"副,双",种,,些,,儿,,,,,,
手艺,shou3yi4,,,,,,,,"种,样,门",,些,,,,,,,,编织~
手指,shou3zhi3,,,,"根,个",,,,,,,,,,,,,,
手镯,shou3zhuo2,,,,只,,盒,"对,副,批",种,,些,,,,,,,,玉~
守势,shou3shi4,,,否,,,,,,,,,,,,,,,
首都,shou3du1,,,,个,,,,,,,,,,,,可,,
首饰,shou3shi4,,,,"件,个",,"盒,包",套,"种,样",堆,些,,,,,,,,
首相,shou3xiang4,,,,"位,个",,,,,,,,,,,,,,
寿命,shou4ming4,,,否,,,,,,,,,,,,,,,延长~/生长~
兽皮,shou4pi2,,,,张,,,,,块,些,,,,,,,,
瘦肉,shou4rou4,,,,,"克,公斤,千克,斤","袋,盘,包",,,"块,片","些,点",,,,,,,,
书,shu1,,,,"本,册,部,页",,箱,套,"种,类","捆,摞","些,点",,,,,,,,挑战~
书包,shu1bao1,,,,个,,箱,批,种,,些,,,,,,,,
书法,shu1fa3,,,否,,,,,,,,,"界,家",,,,,,
书房,shu1fang2,,,,"个,间",,,,,,些,,,,,,可,,
书籍,shu1ji2,,,,,,箱,批,"种,类","摞,堆",些,,,,,,,,
书刊,shu1kan1,,,,,,箱,批,"种,类","摞,堆",些,,,,,,,,定购~/~目录/外文~
书签,shu1qian1,,,,"个,张",,,套,种,,些,,儿,,,,,,塑料~
书摊,shu1tan1,,,,个,,,,,,些,,,,,,,,
书信,shu1xin4,,,,封,,包,,,"沓,摞",些,,,,,,,,~内容/名人~
叔叔,shu1shu5,,,,"个,位",,,,,,,,们,,,,,,
枢纽,shu1niu3,,,,个,,,,,,些,,,,,,,,
输赢,shu1ying2,,,否,,,,,,,,,,,,,,,
蔬菜,shu1cai4,,,,,"斤,吨,公斤,克","筐,车,盘",批,种,堆,"些,点",,,,,,,,
熟食,shu2shi2,,,,,"斤,公斤,克,千克","盘,包",,"种,类",,"些,点",,,,,,,,~柜台
署名,shu3ming2,,,,个,,,,,,,,,,,,,v,
术语,shu4yu3,,,,"个,条",,,,"种,类",,些,,,,,,,,
树,shu4,,,,"棵,株",,,,种,"排,行",些,,,,,,,,
树林,shu4lin2,,,,个,,,,,片,些,,子,,,,,,
树枝,shu4zhi1,,,,根,,,,,"捆,堆",些,,儿,,,,,,
数,shu4,,,,"个,位",,,组,种,,些,,"学,儿",,,,,m,人~/~千斤(m)
数据,shu4ju4,,,,个,,,"批,组",,,些,,,,,,,,收集~/统计~
数目,shu4mu4,,,,个,,,,,,些,,,,,,,,~大小/是很大的一个~
数学,shu4xue2,,,,,,,,门,,,,"家,界",,,,,,~符号/应用~
数字,shu4zi4,,,,个,,,,,,些,,,,,,,,~游戏/阿拉伯~
双胞胎,shuang1bao1tai1,,,,,,,对,,,些,,,,,,,,
双关语,shuang1guan1yu3,,,,"句,个",,,,,,些,,,,,,,,
双人舞,shuang1ren2wu3,,,,个,,,,种,,些,,,,,,,,
双学位,shuang1xue2wei4,,,否,,,,,,,,,,,,,,,
霜冻,shuang1dong4,,,否,,,,,,,,,,,,,,,
爽身粉,shuang3shen1fen3,,,,,,"盒,包",,种,层,"些,点",,,,,,,,婴儿~
水,shui3,,,,,"立方米,吨,公斤","桶,碗,杯",,种,"滴,摊","些,点",,,,,,,,消毒~/~资源
水彩,shui3cai3,,,,,,"瓶,盒",,种,,"些,点",,,,,,,,红色~/~颜色
水稻,shui3dao4,,,,"棵,株","亩,公顷",,,"种,类",片,些,,,,,,,,~分粳稻和籼稻
水滴,shui3di1,,,,个,,,,,滴,些,,,,,,,,
水沟,shui3gou1,,,,条,,,,,,些,,,,,,,,
水果,shui3guo3,,,,,"斤,吨,公斤,千克","筐,车,篓",批,种,堆,"些,点",,,,,,,,
水壶,shui3hu2,,,,"只,个",,箱,,种,,些,,,,,,,,
水饺,shui3jiao3,,,,"个,只","斤,公斤,克,千克","碗,盘",,种,,"些,点",,儿,,,,,,
水晶,shui3jing1,,,,,,,,种,块,"些,点",,,,,,,,
水库,shui3ku4,,,,"座,个",,,批,,,些,,,,,,,,~容量/密云~
水龙头,shui3long2tou2,,,,个,,"盒,箱",,种,,些,,,,,,,,
水面,shui3mian4,,,否,,,,,,,,,,,,,,,
水泥,shui3ni2,,,,,"吨,公斤,千克","袋,包",批,种,堆,"些,点",,,,,,,,
水牛,shui3niu2,,,,"头,条",,,群,,,些,,,,,,,,
水平,shui3ping2,,,,,,,,种,,点,超,,,,,,,
水气,shui3qi4,,,,,,,,,股,点,,,,,,,,
水桶,shui3tong3,,,,"只,个",,,,种,,些,,,,,,,,
水土,shui3tu3,,,否,,,,,,,,,,,,,,,~资源
水仙花,shui3xian1hua1,,,,朵,,盆,,,"把,束,簇",些,,,,,,,,
水乡,shui3xiang1,,,,个,,,,,,些,,,,,,,,
水锈,shui3xiu4,,,,,,,,,层,"些,点",,,,,,,,
水银,shui3yin2,,,,,"克,吨,千克",瓶,,,,"些,点",,,,,,,,
水源,shui3yuan2,,,,"个,处",,,,,,些,,,,,,,,
水灾,shui3zai1,,,否,,,,,,,,,,,,,,,一场~
水珠,shui3zhu1,,,,个,,,,,滴,些,,儿,,,,,,
税,shui4,,,,,元,,笔,种,,"些,点",,,,,,,,营业~/农业~
税款,shui4kuan3,,数,,,元,,笔,,,些,,,,,,,,
睡衣,shui4yi1,,,,件,,"盒,包","套,批",种,摞,些,,,,,,,,
顺序,shun4xu4,,,,,,,,种,,,,,,,,,,词条~/排列~
说法,shuo1fa5,,,,个,,,,种,,些,,,,,,,,
说明,shuo1ming2,,,,"个,点",,,份,种,,些,,,,,,,v,使用~
硕士,shuo4shi4,,,,"个,位,名",,,批,,,些,,"们,生",,,,,,
丝绸,si1chou2,,,,,"米,尺,寸,丈",箱,批,种,"卷,块,捆",些,,,,,,,,
丝袜,si1wa4,,,,只,,盒,双,种,,些,,,,,,,,
丝织品,si1zhi1pin3,,,,件,,"盒,箱",批,种,,些,,,,,,,,
司机,si1ji1,,,,"个,位,名",,,"批,群",种,,些,,们,,,,,,"火车,汽车等交通工具的驾驶员"
司令,si1ling4,,,,"位,个,名",,,群,,,些,,员,,,,,,
私交,si1jiao1,,,,,,,,,,"些,点",,,,,,,,
私人,si1ren2,,,否,,,,,,,,,,,,,,,
私心,si1xin1,,,,,,,,,,"些,点",,,,,,,,
思路,si1lu4,,,,"条,个",,,,种,,些,,,,,,,,
思想,si1xiang3,,,,,,,,种,,些,,"性,家",,,,,,自由化~/政治~
思绪,si1xu4,,,否,,,,,,,,,,,,,,,
死结,si3jie2,,,,个,,,,,,,,,,,,,,
死人,si3ren2,,,,个,,,,,,些,,,,,,,,
死刑,si3xing2,,,,,,,,种,,,,,,,,,,
寺庙,si4miao4,,,,"个,座",,,,,,些,,,,,,可,,
饲料,si4liao4,,,,,"公斤,吨,克,千克","车,筐",,种,堆,"些,点",,,,,,,,
松花蛋,song1hua1dan4,,,,个,"斤,吨,克,千克","盘,筐,碟",,,片,"些,点",,,,,,,,
松鼠,song1shu3,,,,只,,,"对,群",,,些,,,,,,,,
松树,song1shu4,,,,"棵,株",,,,种,"片,排",些,,,,,,,,
松香,song1xiang1,,,,,"斤,吨,克,千克",包,,,块,"些,点",,,,,,,,
颂歌,song4ge1,,,,"首,曲",,,,,段,些,,,,,,,,
酥糖,su1tang2,,,,,"公斤,斤,克,千克","盒,包",,种,块,"些,点",,,,,,,,
俗话,su2hua4,,,,句,,,,,,些,,,,,,,,
俗语,su2yu3,,,,"句,条",,,,种,,些,,,,,,,,
素材,su4cai2,,,,,,,,种,,"些,点",,,,,,,,创作~
素菜,su4cai4,,,,个,,"盘,碗,碟",,"种,样",道,"些,点",,,,,,,,
素描,su4miao2,,,,"张,幅,帧",,,,种,,些,,,,,,,,~是一切造型艺术的基础
素养,su4yang3,,,,,,,,,,"些,点",,,,,,,,
速度,su4du4,,,,,,,,种,,,,,,,,,,飞机~
速写,su4xie3,,,,"幅,篇",,,,种,,些,,,,,,,,一种文体
宿舍,su4she4,,,,"个,间",,,,,排,些,,,,,,可,,
塑料,su4liao4,,,,,"吨,公斤,克,千克",,批,种,块,"些,点",,,,,,,,~雨衣
塑像,su4xiang4,,,,"尊,座,个",,,,种,,些,,,,,,,,
酸菜,suan1cai4,,,,,"斤,公斤,克,千克","盘,碗,缸",,种,,"些,点",,,,,,,,
酸味,suan1wei4,,,,,,,,种,股,"些,点",,,,,,,,
蒜苗,suan4miao2,,,,根,"斤,吨,公斤,千克","盘,碗,篮",,,"把,捆,堆","些,点",,,,,,,,
算法,suan4fa3,,,,,,,,种,,些,,,,,,,,
算术,suan4shu4,,,,,,,,门,,,,,,,,,,~课本
随笔,sui2bi3,,,,篇,,,,,段,些,,,,,,,d,
岁数,sui4shu5,,,否,,,,,,,,,儿,,,,,,多大~
岁月,sui4yue4,,,否,,,,,,,,,,,,,,,10年~/漫长的~
碎末,sui4mo4,,,,,,袋,,,把,"些,点",,,,,,,,做主语时一定要有定语/饼干~
孙女,sun1nv3,,,,个,,,"群,帮",,,些,,儿,,,,,,
孙子,sun1zi5,,,,个,,,"群,帮",,,些,,们,,,,,,
损失,sun3shi1,,,,,元,,笔,,,些,,,,,,,v,
缩写,suo1xie3,,,,篇,,,,种,串,些,,,,,,,v,
缩影,suo1ying3,,,,个,,,,,,,,,,,,,,
所有权,suo3you3quan2,,,否,,,,,,,,,,,,,,,财产~
所有制,suo3you3zhi4,,,,,,,,种,,,,,,,,,,集体~/~问题
唢呐,suo3na4,,,,"把,个,支",,,,,,些,,,,,,,,~艺人/中国~
索引,suo3yin3,,,,个,,,"份,套",种,,些,,,,,,,,
琐事,suo3shi4,,,,"件,桩",,,批,,堆,"些,点",,,,,,,,生活~
塔,ta3,,,,"个,座",,,,,,些,,,,,,,,木结构~
胎儿,tai1er2,,,,个,,,对,,,些,,,,,,,,
胎教,tai1jiao4,,,否,,,,,,,,,,,,,,,
台词,tai2ci2,,,,"句,本,篇",,,,,段,些,,,,,,,,
台风,tai2feng1,,,,,,,,级,股,,,,,,,,,7级~
台阶,tai2jie1,,,,"个,级",,,,,层,,,儿,,,,,,
台扇,tai2shan4,,,,个,,,,种,,些,,,,,,,,
台子,tai2zi5,,,,"个,张",,,,种,,些,,,,,,,,~面积/水泥~
太极拳,tai4ji2quan2,,,,,,,套,种,,,,,,,,,,
太空,tai4kong1,,,否,,,,,,,,,,,,,,,
太平洋,tai4ping2yang2,,,否,,,,,,,,,,,,,,,
太太,tai4tai5,,,,"个,位",,,群,,,些,,们,,,,,,
太阳,tai4yang2,,,,个,,,,,,,,,,,,,,
态度,tai4du5,,,,,,,,种,,,,,,,,,,个人~/学习~
泰斗,tai4dou3,,,,"个,位,名",,,群,,,,,,,,,,,文坛~/京剧界的两名~
摊点,tan1dian3,,,,个,,,,,,些,,,,,,,,流动~
摊子,tan1zi5,,,,"个,处",,,,,,些,,,,,,,,
谈吐,tan2tu3,,,否,,,,,,,,,,,,,,,
檀香,tan2xiang1,,,,"棵,株",,,,,片,"些,点",,,,,,,,
坦克,tan3ke4,,,,辆,,,群,种,排,些,,,,,,,,
毯子,tan3zi5,,,,"条,床",,,批,种,块,些,,,,,,,,
探照灯,tan4zhao4deng1,,,,"个,架,盏",,,批,,"排,溜",些,,,,,,,,
汤,tang1,,,,,,"碗,勺",份,种,,"些,点",,,,,,,,
汤圆,tang1yuan2,,,,个,"斤,克,千克","袋,碗,包,盒",,种,,"些,点",,,,,,,,芝麻~
唐诗,tang2shi1,,,,"首,本,部",,,,,,些,,,,,,,,~辞典/~格式
糖果,tang2guo3,,,,"颗,粒","公斤,克,千克","袋,盒,包",批,种,"把,堆,块","些,点",,,,,,,,
糖浆,tang2jiang1,,,,,"公斤,吨,克,千克","瓶,桶,杯",,,,"些,点",,,,,,,,
糖纸,tang2zhi3,,,,张,,包,,种,"叠,堆",些,,,,,,,,玻璃~
桃子,tao2zi5,,,,个,"斤,吨,公斤,千克","车,筐,篓",,种,堆,"些,点",,,,,,,,
陶瓷,tao2ci2,,,,,,,批,种,,些,,,,,,,,
陶器,tao2qi4,,,,件,,,批,种,,些,,,,,,,,
套服,tao4fu2,,,,身,,,套,种,,些,,,,,,,,
套间,tao4jian1,,,,"个,间",,,,种,,些,,儿,,,,,,总统~
套路,tao4lu4,,,,个,,,,种,,些,,,,,,,,
特产,te4chan3,,,,,,"车,盒",批,种,,"些,点",,,,,,,,
特长,te4chang2,,,,个,,,,种,,"些,点",,,,,,,,
特点,te4dian3,,,,个,,,,种,,"些,点",,,,,,,,这幅画有~/艺术~
特权,te4quan2,,,,,,,,种,,"些,点",,,,,,,,~思想/资产阶级~
特色,te4se4,,,,,,,,种,,"些,点",,,,,,,,艺术~
特务,te4wu5,,,,"个,名",,,"群,帮,伙",,撮,些,,,,,,,,
特征,te4zheng1,,,,个,,,,种,,些,,,,,,,,相貌~/~曲线
藤椅,teng2yi3,,,,把,,,对,,排,些,,,,,,,,
梯队,ti1dui4,,,,个,,,,,,,,,,,,,,
梯子,ti1zi5,,,,"个,架",,,,种,,些,,,,,,,,木头~
提包,ti2bao1,,,,"个,只",,箱,,种,,些,,,,,,,,
提纲,ti2gang1,,,,"个,页",,,份,,,些,,,,,,,,论文~/发言~
提琴,ti2qin2,,,,"把,个",,,,种,,些,,,,,,,,低音~
提议,ti2yi4,,,,"项,个",,,,种,,些,,,,,,,v,~内容/书面~
题材,ti2cai2,,,,,,,,"种,类",,些,,,,,,,,小说~
体裁,ti3cai2,,,,,,,,种,,些,,,,,,,,
体操,ti3cao1,,,,节,,,套,种,,些,,,,,,,,~种类/艺术~
体积,ti3ji1,,,否,,,,,,,,,,,,,,,测量~
体力,ti3li4,,,否,,,,,,,,,,,,,,,他~恢复了/这项运动消耗~
体魄,ti3po4,,,否,,,,,,,,,,,,,,,
体温,ti3wen1,,,否,,,,,,,,,,,,,,,~表
体系,ti3xi4,,,,个,,,套,种,,,,,,,,,,理论~/防御~
体育,ti3yu4,,,,,,,,门,,,,界,,,,,,~知识
体制,ti3zhi4,,,,个,,,套,种,,,,,,,,,,政治~
